image_to_select2,OS,image2_label,__datetime,date,__experimentName,trials.thisTrialN,__participant,key_resp.rt,__session,mouse.x,trials.thisN,mouse.rightButton,condition,session,image_shown,participant,mouse.midButton,frameRate,psychopyVersion,mouse.leftButton,image2_location,mouse_2.rightButton,trials.thisIndex,mouse_2.y,text1,expName,image_to_select1,key_resp.keys,mouse.y,image1_location,prompt1,trials.thisRepN,image1_label,mouse_2.leftButton,mouse_2.midButton,mouse_2.x,trials.ran,mouse_2.clicked_name
﻿known_objects/backpack.png,MacIntel,backpack,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,0,PARTICIPANT,,001,0.030659816576086955,0,0,not,001,known_objects/backpack.png,,0,59.880239520968516,2022.2.5,1,left,0,6,-0.009336786684782609,"This is a backpack, not a pank.",metalinguistic_conjunctives,NOUN-2-600DPI/2014-600.jpg,,-0.03677394701086956,right,Select the pank.,0,pank,1,0,-0.4340183423913043,1,image_2
﻿known_objects/headphones.png,MacIntel,headphones,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,1,PARTICIPANT,,001,0.005443274456521739,1,0,label,001,known_objects/headphones.png,,0,59.880239520968516,2022.2.5,1,left,0,3,-0.04740574048913043,This is a wupt.,metalinguistic_conjunctives,NOUN-2-600DPI/2007-600.jpg,,-0.03965692934782609,right,Select the wupt.,0,wupt,1,0,-0.46066151494565216,1,image_3
﻿known_objects/lamp.png,MacIntel,lamp,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,2,PARTICIPANT,,001,-0.07218495244565218,2,0,and,001,known_objects/lamp.png,,0,59.880239520968516,2022.2.5,1,left,0,4,-0.007010020380434782,This is a lamp and a fimp.,metalinguistic_conjunctives,NOUN-2-600DPI/2010-600.jpg,,-0.03126698369565217,right,Select the fimp.,0,fimp,1,0,-0.5648097826086956,1,image_3
﻿known_objects/car.png,MacIntel,car,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,3,PARTICIPANT,,001,0.03434103260869565,3,0,not,001,known_objects/car.png,,0,59.880239520968516,2022.2.5,1,left,0,2,-0.017068614130434784,"This is a car, not a zav.",metalinguistic_conjunctives,NOUN-2-600DPI/2005-600.jpg,,-0.06910665760869565,right,Select the zav.,0,zav,1,0,0.5280782948369566,1,image_2
﻿known_objects/camera.png,MacIntel,camera,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,4,PARTICIPANT,,001,0.00205078125,4,0,mutual_ex,001,known_objects/camera.png,,0,59.880239520968516,2022.2.5,1,left,0,9,-0.031364639945652174,This is a camera.,metalinguistic_conjunctives,NOUN-2-600DPI/2041-600.jpg,,-0.05097231657608696,right,Select the hux.,0,hux,1,0,0.5050144361413044,1,image_2
﻿known_objects/wrench.png,MacIntel,wrench,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,5,PARTICIPANT,,001,-0.004025135869565218,5,0,label,001,known_objects/wrench.png,,0,59.880239520968516,2022.2.5,1,right,0,7,-0.020732846467391305,This is a jang.,metalinguistic_conjunctives,NOUN-2-600DPI/2017-600.jpg,,-0.02518257472826087,left,Select the Jang.,0,jang,1,0,-0.5047511888586956,1,image_3
﻿known_objects/cup.png,MacIntel,cup,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,6,PARTICIPANT,,001,0.013192085597826086,6,0,or,001,known_objects/cup.png,,0,59.880239520968516,2022.2.5,1,left,0,1,-0.04948199728260869,This is a cup or a hane.,metalinguistic_conjunctives,NOUN-2-600DPI/2003-600.jpg,,-0.04966032608695652,right,Select the hane.,0,hane,1,0,0.4689368206521739,1,image_3
﻿known_objects/clock.png,MacIntel,clock,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,7,PARTICIPANT,,001,0.014389436141304349,7,0,or,001,known_objects/clock.png,,0,59.880239520968516,2022.2.5,1,left,0,5,-0.06136633831521739,This is a clock or a dite.,metalinguistic_conjunctives,NOUN-2-600DPI/2013-600.jpg,,-0.04500254755434783,right,Select the dite.,0,dite,1,0,-0.5460343070652174,1,image_3
﻿known_objects/phone.png,MacIntel,phone,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,8,PARTICIPANT,,001,0.03201851222826087,8,0,mutual_ex,001,known_objects/phone.png,,0,59.880239520968516,2022.2.5,1,right,0,8,-0.026897927989130436,This is a phone.,metalinguistic_conjunctives,NOUN-2-600DPI/2030-600.jpg,,-0.034120244565217395,left,Select the bem.,0,bem,1,0,0.5006538722826087,1,image_2
﻿known_objects/baseball.png,MacIntel,baseball,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,9,PARTICIPANT,,001,-0.016822350543478262,9,0,and,001,known_objects/baseball.png,,0,59.880239520968516,2022.2.5,1,right,0,0,-0.002670686141304348,This is a baseball and a beag.,metalinguistic_conjunctives,NOUN-2-600DPI/2015-600.jpg,,-0.01814283288043478,left,Select the beag.,0,beag,1,0,0.48277004076086955,1,image_3
﻿,MacIntel,,2024-01-09_10h11.48.348,2024-01-09_10h12.21.925,metalinguistic_conjunction,,PARTICIPANT,2.1582999999523196,001,,,,,001,,,,59.880239520968516,2022.2.5,,,,,,,metalinguistic_conjunctives,,return,,,,,,,,,,
﻿known_objects/headphones.png,MacIntel,headphones,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,0,PARTICIPANT,,001,0.08890516493055556,0,0,label,001,known_objects/headphones.png,me,0,59.880239521125056,2022.2.5,1,right,0,3,0.001956091986762153,This is a wupt.,metalinguistic_conjunctives,NOUN-2-600DPI/2007-600.jpg,,-0.13724102444118924,left,Select the wupt.,0,wupt,1,0,-0.48460812038845485,1,image_2
﻿known_objects/car.png,MacIntel,car,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,1,PARTICIPANT,,001,-0.2666068183051215,1,0,not,001,known_objects/car.png,me,0,59.880239521125056,2022.2.5,1,left,0,2,-0.037794240315755206,"This is a car, not a zav.",metalinguistic_conjunctives,NOUN-2-600DPI/2005-600.jpg,,-0.05022960238986545,right,Select the zav.,0,zav,1,0,-0.45761345757378474,1,image_2
﻿known_objects/wrench.png,MacIntel,wrench,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,2,PARTICIPANT,,001,-0.05763634575737847,2,0,label,001,known_objects/wrench.png,me,0,59.880239521125056,2022.2.5,1,right,0,7,-0.04783927069769965,This is a jang.,metalinguistic_conjunctives,NOUN-2-600DPI/2017-600.jpg,,-0.051740010579427086,left,Select the Jang.,0,jang,1,0,-0.4636432223849826,1,image_3
﻿known_objects/backpack.png,MacIntel,backpack,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,3,PARTICIPANT,,001,0.015287272135416667,3,0,not,001,known_objects/backpack.png,me,0,59.880239521125056,2022.2.5,1,right,0,6,-0.015403027004665799,"This is a backpack, not a pank.",metalinguistic_conjunctives,NOUN-2-600DPI/2014-600.jpg,,-0.02351896497938368,left,Select the pank.,0,pank,1,0,-0.5135562472873264,1,image_2
﻿known_objects/lamp.png,MacIntel,lamp,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,4,PARTICIPANT,,001,-0.004618157280815972,4,0,and,001,known_objects/lamp.png,me,0,59.880239521125056,2022.2.5,1,left,0,4,-0.05005115932888455,This is a lamp and a fimp.,metalinguistic_conjunctives,NOUN-2-600DPI/2010-600.jpg,,-0.08525708516438803,right,Select the fimp.,0,fimp,1,0,0.37765604654947915,1,image_3
﻿known_objects/cup.png,MacIntel,cup,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,5,PARTICIPANT,,001,0.01884833441840278,5,0,or,001,known_objects/cup.png,me,0,59.880239521125056,2022.2.5,1,left,0,1,-0.07836091783311631,This is a cup or a hane.,metalinguistic_conjunctives,NOUN-2-600DPI/2003-600.jpg,,-0.0913484361436632,right,Select the hane.,0,hane,1,0,-0.42133500840928817,1,image_3
﻿known_objects/baseball.png,MacIntel,baseball,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,6,PARTICIPANT,,001,-0.11892937554253472,6,0,and,001,known_objects/baseball.png,me,0,59.880239521125056,2022.2.5,1,left,0,0,-0.08201544019911024,This is a baseball and a beag.,metalinguistic_conjunctives,NOUN-2-600DPI/2015-600.jpg,,-0.10072381761338976,right,Select the beag.,0,beag,1,0,-0.4382476806640625,1,image_3
﻿known_objects/phone.png,MacIntel,phone,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,7,PARTICIPANT,,001,0.009280734592013888,7,0,mutual_ex,001,known_objects/phone.png,me,0,59.880239521125056,2022.2.5,1,right,0,8,-0.013389290703667536,This is a phone.,metalinguistic_conjunctives,NOUN-2-600DPI/2030-600.jpg,,-0.0629013909233941,left,Select the bem.,0,bem,1,0,0.5465511745876737,1,image_2
﻿known_objects/clock.png,MacIntel,clock,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,8,PARTICIPANT,,001,0.05107337103949653,8,0,or,001,known_objects/clock.png,me,0,59.880239521125056,2022.2.5,1,left,0,5,-0.03431917826334636,This is a clock or a dite.,metalinguistic_conjunctives,NOUN-2-600DPI/2013-600.jpg,,-0.037503814697265624,right,Select the dite.,0,dite,1,0,0.60460205078125,1,image_3
﻿known_objects/camera.png,MacIntel,camera,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,9,PARTICIPANT,,001,0.07624545627170139,9,0,mutual_ex,001,known_objects/camera.png,me,0,59.880239521125056,2022.2.5,1,right,0,9,0.019422954983181424,This is a camera.,metalinguistic_conjunctives,NOUN-2-600DPI/2041-600.jpg,,-0.08014581468370226,left,Select the hux.,0,hux,1,0,0.5597093370225694,1,image_2
﻿,MacIntel,,2024-01-16_14h11.26.469,2024-01-16_14h34.49.669,metalinguistic_conjunction,,PARTICIPANT,6.8517000000179,001,,,,,001,,me,,59.880239521125056,2022.2.5,,,,,,,metalinguistic_conjunctives,,return,,,,,,,,,,
﻿known_objects/wrench.png,MacIntel,wrench,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,0,PARTICIPANT,,001,0.05042995876736111,0,0,label,001,known_objects/wrench.png,me2,0,59.523809523799216,2022.2.5,1,right,0,7,-0.030873955620659723,This is a jang.,metalinguistic_conjunctives,NOUN-2-600DPI/2017-600.jpg,,-0.0466978285047743,left,Select the Jang.,0,jang,1,0,-0.4461720784505208,1,image_2
﻿known_objects/car.png,MacIntel,car,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,1,PARTICIPANT,,001,0.08021409776475695,1,0,not,001,known_objects/car.png,me2,0,59.523809523799216,2022.2.5,1,left,0,2,-0.003101094563802083,"This is a car, not a zav.",metalinguistic_conjunctives,NOUN-2-600DPI/2005-600.jpg,,0.020944044325086807,right,Select the zav.,0,zav,1,0,-0.4653728908962674,1,image_2
﻿known_objects/phone.png,MacIntel,phone,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,2,PARTICIPANT,,001,0.0730133056640625,2,0,mutual_ex,001,known_objects/phone.png,me2,0,59.523809523799216,2022.2.5,1,right,0,8,0.027322090996636284,This is a phone.,metalinguistic_conjunctives,NOUN-2-600DPI/2030-600.jpg,,-0.28068440755208335,left,Select the bem.,0,bem,1,0,0.5060421413845486,1,image_2
﻿known_objects/headphones.png,MacIntel,headphones,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,3,PARTICIPANT,,001,0.007735866970486111,3,0,label,001,known_objects/headphones.png,me2,0,59.523809523799216,2022.2.5,1,right,0,3,-0.005385759141710069,This is a wupt.,metalinguistic_conjunctives,NOUN-2-600DPI/2007-600.jpg,,0.0067857106526692705,left,Select the wupt.,0,wupt,1,0,-0.47338290744357636,1,image_2
﻿known_objects/clock.png,MacIntel,clock,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,4,PARTICIPANT,,001,0.06051584879557292,4,0,or,001,known_objects/clock.png,me2,0,59.523809523799216,2022.2.5,1,left,0,5,-0.006818813747829861,This is a clock or a dite.,metalinguistic_conjunctives,NOUN-2-600DPI/2013-600.jpg,,-0.010222032335069445,right,Select the dite.,0,dite,1,0,0.48508470323350694,1,image_3
﻿known_objects/camera.png,MacIntel,camera,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,5,PARTICIPANT,,001,0.07430555555555556,5,0,mutual_ex,001,known_objects/camera.png,me2,0,59.523809523799216,2022.2.5,1,left,0,9,0.05753796895345052,This is a camera.,metalinguistic_conjunctives,NOUN-2-600DPI/2041-600.jpg,,-0.026499981350368924,right,Select the hux.,0,hux,1,0,0.4101470947265625,1,image_2
﻿known_objects/cup.png,MacIntel,cup,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,6,PARTICIPANT,,001,0.06977352566189236,6,0,or,001,known_objects/cup.png,me2,0,59.523809523799216,2022.2.5,1,left,0,1,-0.052796893649631076,This is a cup or a hane.,metalinguistic_conjunctives,NOUN-2-600DPI/2003-600.jpg,,-0.05839771694607205,right,Select the hane.,0,hane,1,0,-0.42647365993923614,1,image_3
﻿known_objects/backpack.png,MacIntel,backpack,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,7,PARTICIPANT,,001,0.08602786593967014,7,0,not,001,known_objects/backpack.png,me2,0,59.523809523799216,2022.2.5,1,right,0,6,0.05480338202582465,"This is a backpack, not a pank.",metalinguistic_conjunctives,NOUN-2-600DPI/2014-600.jpg,,-0.02350921630859375,left,Select the pank.,0,pank,1,0,0.5950469970703125,1,image_2
﻿known_objects/baseball.png,MacIntel,baseball,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,8,PARTICIPANT,,001,0.052798631456163196,8,0,and,001,known_objects/baseball.png,me2,0,59.523809523799216,2022.2.5,1,left,0,0,0.005729717678493924,This is a baseball and a beag.,metalinguistic_conjunctives,NOUN-2-600DPI/2015-600.jpg,,-0.06169857449001736,right,Select the beag.,0,beag,1,0,0.43455607096354165,1,image_3
﻿known_objects/lamp.png,MacIntel,lamp,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,9,PARTICIPANT,,001,0.03968268500434028,9,0,and,001,known_objects/lamp.png,me2,0,59.523809523799216,2022.2.5,1,right,0,4,-0.03194910685221354,This is a lamp and a fimp.,metalinguistic_conjunctives,NOUN-2-600DPI/2010-600.jpg,,-0.08350550333658854,left,Select the fimp.,0,fimp,1,0,-0.4701270209418403,1,image_3
﻿,MacIntel,,2024-01-16_14h36.55.594,2024-01-16_14h37.39.546,metalinguistic_conjunction,,PARTICIPANT,1.5035000000000025,001,,,,,001,,me2,,59.523809523799216,2022.2.5,,,,,,,metalinguistic_conjunctives,,return,,,,,,,,,,
﻿known_objects/headphones.png,MacIntel,headphones,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,0,PARTICIPANT,,001,-0.04891069200303819,0,0,label,001,known_objects/headphones.png,patrick,0,59.88023952095874,2022.2.5,1,left,0,3,-0.0011571248372395833,This is a wupt.,metalinguistic_conjunctives,NOUN-2-600DPI/2007-600.jpg,,-0.08078108893500434,right,Select the wupt.,0,wupt,1,0,0.4824761284722222,1,image_3
﻿known_objects/phone.png,MacIntel,phone,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,1,PARTICIPANT,,001,-0.0930543687608507,1,0,mutual_ex,001,known_objects/phone.png,patrick,0,59.88023952095874,2022.2.5,1,right,0,8,-0.01931550767686632,This is a phone.,metalinguistic_conjunctives,NOUN-2-600DPI/2030-600.jpg,,-0.1542398664686415,left,Select the bem.,0,bem,1,0,0.5090521918402777,1,image_2
﻿known_objects/baseball.png,MacIntel,baseball,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,2,PARTICIPANT,,001,-0.14126519097222223,2,0,and,001,known_objects/baseball.png,patrick,0,59.88023952095874,2022.2.5,1,right,0,0,-0.04015820821126302,This is a baseball and a beag.,metalinguistic_conjunctives,NOUN-2-600DPI/2015-600.jpg,,-0.08194156222873264,left,Select the beag.,0,beag,1,0,0.48409423828125,1,image_3
﻿known_objects/cup.png,MacIntel,cup,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,3,PARTICIPANT,,001,0.006338670518663194,3,0,or,001,known_objects/cup.png,patrick,0,59.88023952095874,2022.2.5,1,right,0,1,0.03190214369032118,This is a cup or a hane.,metalinguistic_conjunctives,NOUN-2-600DPI/2003-600.jpg,,-0.047196918063693576,left,Select the hane.,0,hane,1,0,-0.5167154947916667,1,image_2
﻿known_objects/lamp.png,MacIntel,lamp,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,4,PARTICIPANT,,001,0.07846103244357638,4,0,and,001,known_objects/lamp.png,patrick,0,59.88023952095874,2022.2.5,1,right,0,4,-0.04217961629231771,This is a lamp and a fimp.,metalinguistic_conjunctives,NOUN-2-600DPI/2010-600.jpg,,-0.1423508538140191,left,Select the fimp.,0,fimp,1,0,0.43535054524739586,1,image_3
﻿known_objects/camera.png,MacIntel,camera,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,5,PARTICIPANT,,001,-0.1536285400390625,5,0,mutual_ex,001,known_objects/camera.png,patrick,0,59.88023952095874,2022.2.5,1,right,0,9,-0.01066131591796875,This is a camera.,metalinguistic_conjunctives,NOUN-2-600DPI/2041-600.jpg,,-0.13591139051649306,left,Select the hux.,0,hux,1,0,-0.5155237833658854,1,image_2
﻿known_objects/clock.png,MacIntel,clock,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,6,PARTICIPANT,,001,-0.18141089545355904,6,0,or,001,known_objects/clock.png,patrick,0,59.88023952095874,2022.2.5,1,left,0,5,-0.01447003682454427,This is a clock or a dite.,metalinguistic_conjunctives,NOUN-2-600DPI/2013-600.jpg,,-0.13084021674262153,right,Select the dite.,0,dite,1,0,-0.4956868489583333,1,image_2
﻿known_objects/wrench.png,MacIntel,wrench,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,7,PARTICIPANT,,001,-0.0003407796223958333,7,0,label,001,known_objects/wrench.png,patrick,0,59.88023952095874,2022.2.5,1,right,0,7,0.016528659396701388,This is a jang.,metalinguistic_conjunctives,NOUN-2-600DPI/2017-600.jpg,,-0.2342080858018663,left,Select the Jang.,0,jang,1,0,-0.4745856391059028,1,image_3
﻿known_objects/backpack.png,MacIntel,backpack,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,8,PARTICIPANT,,001,-0.13558909098307292,8,0,not,001,known_objects/backpack.png,patrick,0,59.88023952095874,2022.2.5,1,left,0,6,-0.01145901150173611,"This is a backpack, not a pank.",metalinguistic_conjunctives,NOUN-2-600DPI/2014-600.jpg,,-0.2393681844075521,right,Select the pank.,0,pank,1,0,-0.47484249538845485,1,image_2
﻿known_objects/car.png,MacIntel,car,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,9,PARTICIPANT,,001,-0.20054660373263888,9,0,not,001,known_objects/car.png,patrick,0,59.88023952095874,2022.2.5,1,right,0,2,-0.006168874104817709,"This is a car, not a zav.",metalinguistic_conjunctives,NOUN-2-600DPI/2005-600.jpg,,-0.19117312961154515,left,Select the zav.,0,zav,1,0,0.5268747965494792,1,image_2
﻿,MacIntel,,2024-01-16_14h41.11.232,2024-01-16_14h41.17.529,metalinguistic_conjunction,,PARTICIPANT,14.576999999999984,001,,,,,001,,patrick,,59.88023952095874,2022.2.5,,,,,,,metalinguistic_conjunctives,,num_enter,,,,,,,,,,
﻿known_objects/baseball.png,MacIntel,baseball,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,0,PARTICIPANT,,001,0.03215772840711806,0,0,and,001,known_objects/baseball.png,more,0,59.52380952380888,2022.2.5,1,right,0,0,-0.013165537516276042,This is a baseball and a beag.,metalinguistic_conjunctives,NOUN-2-600DPI/2015-600.jpg,,-0.0182753668891059,left,Select the beag.,0,beag,1,0,0.5025960286458333,1,image_3
﻿known_objects/clock.png,MacIntel,clock,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,1,PARTICIPANT,,001,0.03517371283637153,1,0,or,001,known_objects/clock.png,more,0,59.52380952380888,2022.2.5,1,right,0,5,-0.045076412624782985,This is a clock or a dite.,metalinguistic_conjunctives,NOUN-2-600DPI/2013-600.jpg,,-0.028772650824652777,left,Select the dite.,0,dite,1,0,0.46391398111979165,1,image_3
﻿known_objects/cup.png,MacIntel,cup,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,2,PARTICIPANT,,001,0.06071828206380208,2,0,or,001,known_objects/cup.png,more,0,59.52380952380888,2022.2.5,1,right,0,1,-0.059424972534179686,This is a cup or a hane.,metalinguistic_conjunctives,NOUN-2-600DPI/2003-600.jpg,,-0.06671871609157987,left,Select the hane.,0,hane,1,0,0.468890380859375,1,image_3
﻿known_objects/wrench.png,MacIntel,wrench,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,3,PARTICIPANT,,001,0.016007317437065974,3,0,label,001,known_objects/wrench.png,more,0,59.52380952380888,2022.2.5,1,right,0,7,-0.026810201009114583,This is a jang.,metalinguistic_conjunctives,NOUN-2-600DPI/2017-600.jpg,,-0.05461777581108941,left,Select the Jang.,0,jang,1,0,-0.42576463487413196,1,image_2
﻿known_objects/backpack.png,MacIntel,backpack,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,4,PARTICIPANT,,001,-0.021044921875,4,0,not,001,known_objects/backpack.png,more,0,59.52380952380888,2022.2.5,1,right,0,6,-0.01183013916015625,"This is a backpack, not a pank.",metalinguistic_conjunctives,NOUN-2-600DPI/2014-600.jpg,,-0.050864622328016494,left,Select the pank.,0,pank,1,0,-0.45839369032118055,1,image_2
﻿known_objects/car.png,MacIntel,car,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,5,PARTICIPANT,,001,-0.0007485283745659722,5,0,not,001,known_objects/car.png,more,0,59.52380952380888,2022.2.5,1,right,0,2,0.012502966986762152,"This is a car, not a zav.",metalinguistic_conjunctives,NOUN-2-600DPI/2005-600.jpg,,-0.029896460639105903,left,Select the zav.,0,zav,1,0,-0.49756249321831597,1,image_2
﻿known_objects/camera.png,MacIntel,camera,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,6,PARTICIPANT,,001,-0.02224544949001736,6,0,mutual_ex,001,known_objects/camera.png,more,0,59.52380952380888,2022.2.5,1,right,0,9,-0.03156390719943576,This is a camera.,metalinguistic_conjunctives,NOUN-2-600DPI/2041-600.jpg,,-0.018077807956271702,left,Select the hux.,0,hux,1,0,-0.5563539293077256,1,image_2
﻿known_objects/lamp.png,MacIntel,lamp,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,7,PARTICIPANT,,001,0.043038431803385416,7,0,and,001,known_objects/lamp.png,more,0,59.52380952380888,2022.2.5,1,left,0,4,0.03753039042154948,This is a lamp and a fimp.,metalinguistic_conjunctives,NOUN-2-600DPI/2010-600.jpg,,0.08871900770399306,right,Select the fimp.,0,fimp,1,0,0.4189761691623264,1,image_3
﻿known_objects/phone.png,MacIntel,phone,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,8,PARTICIPANT,,001,0.059027947319878475,8,0,mutual_ex,001,known_objects/phone.png,more,0,59.52380952380888,2022.2.5,1,left,0,8,-0.04166751437717014,This is a phone.,metalinguistic_conjunctives,NOUN-2-600DPI/2030-600.jpg,,-0.0006866031222873264,right,Select the bem.,0,bem,1,0,0.5316219753689236,1,image_2
﻿known_objects/headphones.png,MacIntel,headphones,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,9,PARTICIPANT,,001,0.0687900119357639,9,0,label,001,known_objects/headphones.png,more,0,59.52380952380888,2022.2.5,1,left,0,3,0.035219701131184895,This is a wupt.,metalinguistic_conjunctives,NOUN-2-600DPI/2007-600.jpg,,-0.01318126254611545,right,Select the wupt.,0,wupt,1,0,0.5167524549696181,1,image_2
﻿,MacIntel,,2024-01-16_14h44.43.912,2024-01-16_14h44.49.805,metalinguistic_conjunction,,PARTICIPANT,2.143499999999989,001,,,,,001,,more,,59.52380952380888,2022.2.5,,,,,,,metalinguistic_conjunctives,,return,,,,,,,,,,
